outer_seed,method,round,active_label_count,combined_normalized_RMSE,V1_RMSE,V1_MAE,V1_R2,V2_RMSE,V2_MAE,V2_R2
157,lcmd,8,589,0.6066832470181925,4.516221508194042,2.1455949956564595,0.6315384158024397,6.62929157075266,3.2095012344616496,0.8075765648736559
157,lcmd,9,621,0.5699350136236202,4.32800365946241,2.048161452908596,0.6616104178111644,5.982473323204747,2.9592261828964563,0.8432941305165582
157,lcmd,10,653,0.5593361563279281,4.223722405076378,1.9848759683201924,0.6777206490061469,5.941089765526139,2.820596468534401,0.8454546470769293
157,lcmd,11,685,0.5451902645990114,4.1603785927655155,1.901658211394751,0.6873147093228624,5.662185958739096,2.648279011678353,0.8596242857690819
157,lcmd,12,717,0.5217450796061427,4.053125027992642,1.8816576890236467,0.7032288038799224,5.19662202969875,2.5885124503851507,0.881759574970496
157,lcmd,13,749,0.5191788824213979,4.046601155644312,1.8465226805753272,0.7041833953245997,5.1279831732390555,2.59718125501125,0.8848624709407832
157,lcmd,14,781,0.526317246140851,4.106223042936515,1.8724189999578096,0.695402161483327,5.185595590845007,2.5726852920129715,0.8822608188969688
157,lcmd,15,813,0.5175643740611864,4.0543888031564705,1.808875197129284,0.7030437069310143,5.045618632580055,2.4756753816307304,0.8885313951309719
157,lcmd,16,845,0.5182330385925757,3.989882554779713,1.80341035742268,0.7124178211805533,5.274725494271924,2.5487101918501818,0.878178638680535
157,lcmd,17,877,0.5152717792583077,3.9869659679561935,1.7548969403731165,0.712838110157755,5.182486238341344,2.4506791741442053,0.8824019725423368
157,lcmd,18,909,0.5317536388079134,4.1308130493438515,1.820719529684785,0.6917430861032567,5.296507590293195,2.4590153248190023,0.877170433234796
157,lcmd,19,941,0.502359047512586,3.8558649301663945,1.7025637523733457,0.7314127638842192,5.149526914656733,2.478878445476651,0.8838930045413755
157,lcmd,20,973,0.5133143536552512,3.9964051481154343,1.73303776907978,0.7114767835307092,5.0845257234149335,2.4438007215230013,0.8868056839413054
157,lcmd,21,1005,0.509224531487521,3.865644157330145,1.7118518861363543,0.7300486567915425,5.34915583550715,2.532809760644853,0.874716400486379
6101,lcmd,0,333,0.9507187465219588,5.636028801020688,2.688104156681674,0.4758323202914568,10.574190925603304,4.8925266368783635,0.4741475094423357
6101,lcmd,1,365,0.919869566010179,5.443745853441324,2.549695781094851,0.5109880024849045,10.25630312392841,4.902834864829084,0.5052892637015723
6101,lcmd,2,397,0.9443164965001454,5.6677128619498225,2.734409963484291,0.4699223282705131,10.312893280522916,5.125588175775907,0.4998149729430412
6101,lcmd,3,429,0.868923441166228,5.254993179752315,2.4424210257953307,0.5443114202358944,9.378175746527733,4.39843309983361,0.5863753867515775
6101,lcmd,4,461,0.8069550882202229,4.93655478756313,2.3349672227168825,0.5978651110072519,8.547747900989028,4.037376586767695,0.656384259585654
6101,lcmd,5,493,0.7766368461655984,4.769861375498642,2.2142767042850706,0.6245644909331614,8.171607441648076,3.9259742535561393,0.685960244666749
6101,lcmd,6,525,0.7942058743934497,4.8057245890956946,2.299616299087195,0.6188976843005183,8.564402139403953,4.2634749927109095,0.6550439689080618
6101,lcmd,7,557,0.6730599873897872,3.998585756767632,2.047565903880899,0.7361624165178661,7.46289223780094,3.52393773991427,0.7380707611223707
6101,lcmd,8,589,0.6011438702261052,3.659271622892907,1.9172295815081333,0.7790402719063698,6.420428056112054,3.327319476816008,0.8061358043711399
6101,lcmd,9,621,0.5844473246313124,3.461207451346264,1.8764432459998188,0.802312553726227,6.509802105006013,3.446341458556178,0.8007009572965094
6101,lcmd,10,653,0.5666942474753714,3.2991857385699337,1.6681747127779951,0.8203871666617069,6.461545030899224,3.1107923201233936,0.8036448075063454
6101,lcmd,11,685,0.5599757630451456,3.3293564275523804,1.718055349459751,0.8170870667960721,6.20199890388104,3.2419931448334984,0.8191023145804412
6101,lcmd,12,717,0.5505365058219881,3.3320109137238036,1.727727618434732,0.8167952786249417,5.9347155073541735,2.8398309440063914,0.8343583874354533
6101,lcmd,13,749,0.5322081315147209,3.1774795565451557,1.6570198970447056,0.8333944896294091,5.858490086493544,2.67874597645492,0.8385860599696534
6101,lcmd,14,781,0.5530034141332856,3.3487928252179286,1.6087498556223991,0.8149451838726036,5.95606189085246,2.61635651577005,0.8331646626912725
6101,lcmd,15,813,0.542761278883092,3.262002294724788,1.660975217819214,0.8244130012425368,5.915308266573241,2.911856852561164,0.8354399525119351
6101,lcmd,16,845,0.543559631293017,3.2902310691699737,1.6736808154794525,0.8213608558937359,5.8582416946589815,2.6663588391219397,0.8385997471327733
6101,lcmd,17,877,0.5601374394497456,3.3703517309509263,1.6490802364669543,0.8125548171761161,6.0937683869713215,2.6969589335169437,0.8253608830465939
6101,lcmd,18,909,0.5483293630391045,3.3486838466294055,1.6155876255721495,0.8149572280243738,5.824870926557732,2.674083168843953,0.8404333040927556
6101,lcmd,19,941,0.5433928907914651,3.3116063966530076,1.6174313764777972,0.8190322208100929,5.7924696506792355,2.64349152658769,0.8422035698681077
6101,lcmd,20,973,0.5469550309855932,3.300350798841704,1.6531447763923262,0.8202602888551471,5.924269779135202,2.7044845748004867,0.8349409678658661
6101,lcmd,21,1005,0.5282773728784042,3.2089233985508954,1.5080696175710189,0.8300807700497883,5.661671635478505,2.464328115220836,0.8492494188339161
