column,protocol,outer_seed,planned_budget,actual_budget,sample_id,canonical_smiles,role
8g,row,769539383,30,30,0b9968c1280b5e4f726a,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,pool
8g,row,769539383,30,30,0d5196ceda603b66bd22,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,test
8g,row,769539383,30,30,244e5c6375ff0c923725,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,pool
8g,row,769539383,30,30,4f34bbce67c94a44318a,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,pool
8g,row,769539383,30,30,0f8a39d1c0a7eaf35c75,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,pool
8g,row,769539383,30,30,6de4f7fd8ac19d183348,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,test
8g,row,769539383,30,30,8bac25cfab022a9fb887,C=CC(=O)OCC(CC)CCCC,pool
8g,row,769539383,30,30,aeef2128392508cc81cc,C=CC(=O)OCC(CC)CCCC,test
8g,row,769539383,30,30,a2eefb55da4d47a4347b,C=CC(=O)OCC(CC)CCCC,pool
8g,row,769539383,30,30,3c7f7a7105a5eb39ca89,C=CC(=O)OCC(CC)CCCC,test
8g,row,769539383,30,30,2bf67acb4c861cf83990,C=CC(=O)OCC(CC)CCCC,pool
8g,row,769539383,30,30,d67e364fd6830aa2bf6f,C=CC(=O)OCC(CC)CCCC,pool
8g,row,769539383,30,30,84caf30ea66b29e2ea91,C=CC(=O)OCC(CC)CCCC,pool
8g,row,769539383,30,30,1bd5bb3744b78ada7307,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1,pool
8g,row,769539383,30,30,dd7fdbe3fa3800e6499f,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1,pool
8g,row,769539383,30,30,ab84efb31c801e49c87c,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1,pool
8g,row,769539383,30,30,69f6dbdc304c0475f868,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1,test
8g,row,769539383,30,30,a43656cab81e1b0fcccf,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1,pool
8g,row,769539383,30,30,bcf8bb13e4fca185fe68,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1,pool
8g,row,769539383,30,30,fe71f29c800d4ee35138,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1,pool
8g,row,769539383,30,30,2416be80d114ff60224d,O=Cc1ccc(Cl)cc1Br,pool
8g,row,769539383,30,30,9201cead3641f52a1f20,O=Cc1ccc(Cl)cc1Br,pool
8g,row,769539383,30,30,49276f9b1cc72d41bbfd,O=Cc1ccc(Cl)cc1Br,pool
8g,row,769539383,30,30,6cb8bbf843e6064ce249,O=Cc1ccc(Cl)cc1Br,pool
8g,row,769539383,30,30,a6b1d92e3de602f8963c,O=Cc1ccc(Cl)cc1Br,test
8g,row,769539383,30,30,135ac7deca522d1e7929,O=Cc1ccc(Cl)cc1Br,pool
8g,row,769539383,30,30,0f3bd8418ab9ba9d1ed2,O=Cc1ccc(Cl)cc1Br,pool
8g,row,769539383,30,30,6cd5860914563da59932,O=Cc1ccc2c(c1)CCO2,pool
8g,row,769539383,30,30,5179c3962ada5450dde7,O=Cc1ccc2c(c1)CCO2,test
8g,row,769539383,30,30,ad45b4b8aaed2c2b0b33,O=Cc1ccc2c(c1)CCO2,pool
8g,row,769539383,30,30,6c8de7fb3dbd4f5adabf,O=Cc1ccc2c(c1)CCO2,test
8g,row,769539383,30,30,f72724ff299c47641488,COc1cc(F)cc(Br)c1,pool
8g,row,769539383,30,30,2cde006ff48a36a368d2,COc1cc(F)cc(Br)c1,pool
8g,row,769539383,30,30,09879f6853acb50e1280,COc1cc(F)cc(Br)c1,test
8g,row,769539383,30,30,cd492dbc52d170e5a396,COc1cc(F)cc(Br)c1,gradient_train
8g,row,769539383,30,30,e1244cc412f81ac11bd3,COc1cc(F)cc(Br)c1,pool
8g,row,769539383,30,30,69bed1df8dc3cf82927c,COc1cc(F)cc(Br)c1,test
8g,row,769539383,30,30,adc9f476f8b5d66fa85d,COc1cc(F)cc(Br)c1,pool
8g,row,769539383,30,30,e7e3cdff8a4b43574b19,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1,test
8g,row,769539383,30,30,22fcaa293d9525e1f4e7,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1,pool
8g,row,769539383,30,30,5965305884ee5fba94d8,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1,pool
8g,row,769539383,30,30,556baeed852270e9c0fc,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1,pool
8g,row,769539383,30,30,376fc6387117429bcb19,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1,pool
8g,row,769539383,30,30,3fbc880a145bcc2155c9,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1,pool
8g,row,769539383,30,30,2964279ae2fd8a820ae1,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1,pool
8g,row,769539383,30,30,c084940b1be4fa61738d,COc1cc(Br)cc(OC)c1,pool
8g,row,769539383,30,30,deac65153d9204a230ec,COc1cc(Br)cc(OC)c1,pool
8g,row,769539383,30,30,b5f0b6271cd244ade9a3,COc1cc(Br)cc(OC)c1,test
8g,row,769539383,30,30,79723584590c0a689474,COc1cc(Br)cc(OC)c1,pool
8g,row,769539383,30,30,984bc17b1da105c753eb,COc1cc(Br)cc(OC)c1,pool
8g,row,769539383,30,30,1b7e334ea83516d08ff5,COc1cc(Br)cc(OC)c1,test
8g,row,769539383,30,30,b8018c4bdaadd42a057a,COc1cc(Br)cc(OC)c1,test
8g,row,769539383,30,30,3b03dfa8ff44ff554734,O=Cc1cc(Br)ccc1O,pool
8g,row,769539383,30,30,167f49f748fa35bdb29e,O=Cc1cc(Br)ccc1O,test
8g,row,769539383,30,30,7e19b816ecd8282ce2a1,O=Cc1cc(Br)ccc1O,pool
8g,row,769539383,30,30,0dffde5d00d50ee96173,O=Cc1cc(Br)ccc1O,pool
8g,row,769539383,30,30,65bfb38b53dd53bc4f4c,O=Cc1cc(Br)ccc1O,pool
8g,row,769539383,30,30,e79c5aedcfa41a5f23c9,O=Cc1cc(Br)ccc1O,validation
8g,row,769539383,30,30,27b234a05f8c66fd059f,O=Cc1cc(Br)ccc1O,pool
8g,row,769539383,30,30,1bf52d57e3b0d9ef0662,Cc1ccc(Cl)cc1Br,pool
8g,row,769539383,30,30,867407c66038f21466a8,Cc1ccc(Cl)cc1Br,test
8g,row,769539383,30,30,fb19bbc052a528249f36,Cc1ccc(Cl)cc1Br,gradient_train
8g,row,769539383,30,30,13bebd0b1ab22fc7e93b,Cc1ccc(Cl)cc1Br,pool
8g,row,769539383,30,30,c1b4c0f7481c01c40ec6,Cc1ccc(Cl)cc1Br,pool
8g,row,769539383,30,30,bb159f5b8695e842d4ff,Cc1ccc(Cl)cc1Br,test
8g,row,769539383,30,30,ce70dba7026ce0b64f62,Cc1ccc(Cl)cc1Br,pool
8g,row,769539383,30,30,a5ea3136b642f8a49607,N#Cc1ccccc1Br,pool
8g,row,769539383,30,30,8671b386166171ebd7f7,N#Cc1ccccc1Br,pool
8g,row,769539383,30,30,d344b363b8c01e73a6fa,N#Cc1ccccc1Br,test
8g,row,769539383,30,30,70e13ddfe9e6cc9b0f56,N#Cc1ccccc1Br,pool
8g,row,769539383,30,30,35046c5ff35d8c8617bb,N#Cc1ccccc1Br,pool
8g,row,769539383,30,30,848f6c84b4d5fc44c3c2,N#Cc1ccccc1Br,pool
8g,row,769539383,30,30,0974fc9cbeb3820c4065,Cc1ccc(C=O)c(C)c1,validation
8g,row,769539383,30,30,bc486e940c369b85ce28,Cc1ccc(C=O)c(C)c1,pool
8g,row,769539383,30,30,9a29b268530b7a3321a0,Cc1ccc(C=O)c(C)c1,test
8g,row,769539383,30,30,51394d9af7adc7eff816,Cc1ccc(C=O)c(C)c1,pool
8g,row,769539383,30,30,5cbed870fef2de105046,Cc1ccc(C=O)c(C)c1,test
8g,row,769539383,30,30,dbb854b36df7ed31d95f,Cc1ccc(C=O)c(C)c1,pool
8g,row,769539383,30,30,0c0f89307cc4aff87ab6,Cc1ccc(C=O)c(C)c1,test
8g,row,769539383,30,30,a5d9706079ccfee3bdf4,COCCOC(=O)CC(C)=O,test
8g,row,769539383,30,30,bacef06b4d4d7374a4e4,COCCOC(=O)CC(C)=O,pool
8g,row,769539383,30,30,74097878150c8a5a8d79,COCCOC(=O)CC(C)=O,test
8g,row,769539383,30,30,47404d0982a587f0393e,COCCOC(=O)CC(C)=O,gradient_train
8g,row,769539383,30,30,fb80794857ddc46e142c,CC(=O)c1ccc2c(c1)OCO2,test
8g,row,769539383,30,30,6f34563b6236c57b9c60,CC(=O)c1ccc2c(c1)OCO2,pool
8g,row,769539383,30,30,147b560e4c606680c7b2,CC(=O)c1ccc2c(c1)OCO2,pool
8g,row,769539383,30,30,7396668aaa8d372aa464,CC(=O)c1ccc2c(c1)OCO2,pool
8g,row,769539383,30,30,78b04c44dfa852f4e621,CC(=O)c1ccc2c(c1)OCO2,pool
8g,row,769539383,30,30,f191e08b3e95928a5423,CC(=O)c1ccc2c(c1)OCO2,pool
8g,row,769539383,30,30,f5634113e0822bda1c03,CC(=O)c1ccc2c(c1)OCO2,pool
8g,row,769539383,30,30,45264f1c88b241fb888c,CC(=O)c1c(C)cc(C)cc1C,pool
8g,row,769539383,30,30,7b0fa77cbbcbd8e7c87a,CC(=O)c1c(C)cc(C)cc1C,pool
8g,row,769539383,30,30,c514f60c28973fc116c5,CC(=O)c1c(C)cc(C)cc1C,test
8g,row,769539383,30,30,b63d546347919cb66716,CC(=O)c1c(C)cc(C)cc1C,pool
8g,row,769539383,30,30,823c667f35cddfcbc346,CC(=O)c1c(C)cc(C)cc1C,pool
8g,row,769539383,30,30,d2955aa36bd2b103c981,CC(=O)c1c(C)cc(C)cc1C,pool
8g,row,769539383,30,30,4ce730c9ad4e20a0386e,CC(=O)c1c(C)cc(C)cc1C,test
8g,row,769539383,30,30,f3531a1565c8159ac5e2,CC(=O)c1ccc(C)cc1C,pool
8g,row,769539383,30,30,c359fd726e50e2123f43,CC(=O)c1ccc(C)cc1C,pool
8g,row,769539383,30,30,a9a623a9853c6b493ce4,CC(=O)c1ccc(C)cc1C,pool
8g,row,769539383,30,30,784ca4af1517dac8cd11,CC(=O)c1ccc(C)cc1C,test
8g,row,769539383,30,30,4c36e8e7d179b4bfa11a,CC(=O)c1ccc(C)cc1C,gradient_train
8g,row,769539383,30,30,77fe8c752e01feedccfa,CC(=O)c1ccc(C)cc1C,pool
8g,row,769539383,30,30,0a1949b42050f41b0db4,CC(=O)c1ccc(C)cc1C,pool
8g,row,769539383,30,30,118d66c0e53f510c51ed,CC(=O)c1ccc2c(c1)Cc1ccccc1-2,pool
8g,row,769539383,30,30,38aa81d53a6b39e9d8ef,CC(=O)c1ccc2c(c1)Cc1ccccc1-2,test
8g,row,769539383,30,30,c780d2f5194817087e07,CC(=O)c1ccc2c(c1)Cc1ccccc1-2,pool
8g,row,769539383,30,30,546046afb5114d631360,CC(=O)c1ccc2c(c1)Cc1ccccc1-2,pool
8g,row,769539383,30,30,dc9f747c03c55d77bf72,BrC(=C(c1ccccc1)c1ccccc1)c1ccccc1,pool
8g,row,769539383,30,30,d29c00125d1c5dc55586,BrC(=C(c1ccccc1)c1ccccc1)c1ccccc1,pool
8g,row,769539383,30,30,509e53644c411798f5b0,BrC(=C(c1ccccc1)c1ccccc1)c1ccccc1,pool
8g,row,769539383,30,30,5ac5df671efee45d3ddf,BrC(=C(c1ccccc1)c1ccccc1)c1ccccc1,pool
8g,row,769539383,30,30,1e8c03a5d84f08329475,BrC(=C(c1ccccc1)c1ccccc1)c1ccccc1,pool
8g,row,769539383,30,30,a7f9a08159d001c30f67,BrC(=C(c1ccccc1)c1ccccc1)c1ccccc1,gradient_train
8g,row,769539383,30,30,97feb43dae8371e80d3b,BrC(=C(c1ccccc1)c1ccccc1)c1ccccc1,pool
8g,row,769539383,30,30,2f612d3ec5e270672ad1,C/C(=N\O)c1ccccc1,pool
8g,row,769539383,30,30,b089551184e4d70e386d,C/C(=N\O)c1ccccc1,pool
8g,row,769539383,30,30,95f7b6c8f44b25feade0,C/C(=N\O)c1ccccc1,test
8g,row,769539383,30,30,b0f39affa1970d2700b7,C/C(=N\O)c1ccccc1,test
8g,row,769539383,30,30,af2973fb82b6d79d8c5e,C/C(=N\O)c1ccccc1,pool
8g,row,769539383,30,30,3545611fd9950a160288,C/C(=N\O)c1ccccc1,pool
8g,row,769539383,30,30,786c4179676f46638e4a,O=C(c1ccccc1)c1ccc(Cl)cc1,pool
8g,row,769539383,30,30,937105af8867732c56ec,O=C(c1ccccc1)c1ccc(Cl)cc1,pool
8g,row,769539383,30,30,711f210d4869259d0651,O=C(c1ccccc1)c1ccc(Cl)cc1,pool
8g,row,769539383,30,30,26bb8ff67b7738527484,O=C(c1ccccc1)c1ccc(Cl)cc1,test
8g,row,769539383,30,30,6624c43f78e6697c8ac9,O=C(c1ccccc1)c1ccc(Cl)cc1,pool
8g,row,769539383,30,30,f9b97e958092bd5cb81a,O=C(c1ccccc1)c1ccc(Cl)cc1,test
8g,row,769539383,30,30,2d53109003f718b780fa,Cc1ccc(C(=O)c2ccccc2)cc1C,gradient_train
8g,row,769539383,30,30,b9b624baffe611c30836,Cc1ccc(C(=O)c2ccccc2)cc1C,pool
8g,row,769539383,30,30,f8a590eaa91d155f61da,Cc1ccc(C(=O)c2ccccc2)cc1C,pool
8g,row,769539383,30,30,2fcaa537474ba2ae579f,Cc1ccc(C(=O)c2ccccc2)cc1C,test
8g,row,769539383,30,30,d914e4c833f2df567cac,Cc1ccc(C(=O)c2ccccc2)cc1C,test
8g,row,769539383,30,30,5048acae682925888d12,Cc1ccc(C(=O)c2ccccc2)cc1C,test
8g,row,769539383,30,30,41927f703a0632f098fb,CC(=O)CC(=O)c1ccccc1,test
8g,row,769539383,30,30,760d0bf0ec31747d3969,CC(=O)CC(=O)c1ccccc1,pool
8g,row,769539383,30,30,d71aab82a8179d05294a,CC(=O)CC(=O)c1ccccc1,pool
8g,row,769539383,30,30,25ffb25df5bec65a633b,CC(=O)CC(=O)c1ccccc1,pool
8g,row,769539383,30,30,92d69b1849c34b7f1a80,CCOC(=O)C(Cc1ccccc1)C(C)=O,test
8g,row,769539383,30,30,a289439d96e27bec7cbc,CCOC(=O)C(Cc1ccccc1)C(C)=O,pool
8g,row,769539383,30,30,4707a180fe4230c208ff,CCOC(=O)C(Cc1ccccc1)C(C)=O,pool
8g,row,769539383,30,30,41921840a5681261ba98,CCOC(=O)C(Cc1ccccc1)C(C)=O,pool
8g,row,769539383,30,30,b5080cde4f493a415fc5,CCOC(=O)C(Cc1ccccc1)C(C)=O,test
8g,row,769539383,30,30,1bbec08f4838f06da0fb,CCOC(=O)C(Cc1ccccc1)C(C)=O,test
8g,row,769539383,30,30,bd0519702a5756bc3c94,CCOC(=O)C(Cc1ccccc1)C(C)=O,validation
8g,row,769539383,30,30,b7fa3dd8e6040788ae14,CCOC(=O)c1cccnc1,test
8g,row,769539383,30,30,2deca509a22158d15375,CCOC(=O)c1cccnc1,pool
8g,row,769539383,30,30,b48dea92ecfc07816494,CCOC(=O)c1cccnc1,pool
8g,row,769539383,30,30,82fa7e7b3bd183853280,CCOC(=O)c1cccnc1,test
8g,row,769539383,30,30,7ba2cf5e6ca289d9810f,CCOC(=O)c1cccnc1,pool
8g,row,769539383,30,30,7dec4c1259ce3660b729,COc1ccc(OC)c(Br)c1,test
8g,row,769539383,30,30,768064b2e2a953d147d0,COc1ccc(OC)c(Br)c1,pool
8g,row,769539383,30,30,212154e56fe15a3333a2,COc1ccc(OC)c(Br)c1,pool
8g,row,769539383,30,30,c56a92db4ce7de66bee1,COc1ccc(OC)c(Br)c1,pool
8g,row,769539383,30,30,48b99ebef2fd7718f678,COc1ccc(OC)c(Br)c1,pool
8g,row,769539383,30,30,6da48b9dd6e1ed7e26fd,COc1ccc(OC)c(Br)c1,pool
8g,row,769539383,30,30,a2eeeea4e6525c9d22d4,COc1ccc(OC)c(Br)c1,gradient_train
8g,row,769539383,30,30,1e0e33b1a77df72f4dd8,OCc1cccc(Br)c1,test
8g,row,769539383,30,30,371711577127c07527e3,OCc1cccc(Br)c1,test
8g,row,769539383,30,30,78d4810a82f060b5cf49,OCc1cccc(Br)c1,test
8g,row,769539383,30,30,1c04f02c0ea8c00b358d,OCc1cccc(Br)c1,pool
8g,row,769539383,30,30,4bc0dc84991def63aa1b,O=C1CCCc2ccccc21,pool
8g,row,769539383,30,30,2433f7a3f7959e1d1b74,O=C1CCCc2ccccc21,pool
8g,row,769539383,30,30,944f0a85ec8978a60444,O=C1CCCc2ccccc21,pool
8g,row,769539383,30,30,8afc083342d1c2e7f78a,O=C1CCCc2ccccc21,gradient_train
8g,row,769539383,30,30,c35ed383b2db14b3bc06,O=C1CCCc2ccccc21,pool
8g,row,769539383,30,30,d7c72c92165e2c129547,O=C1CCCc2ccccc21,pool
8g,row,769539383,30,30,e375bb01e53e46f8faee,O=C1CCCc2ccccc21,pool
8g,row,769539383,30,30,fdc873b5607287090ff3,CSc1ccc(C=O)cc1,pool
8g,row,769539383,30,30,80b4e33a8434ac29ed52,CSc1ccc(C=O)cc1,test
8g,row,769539383,30,30,ee60c3ffc43a4c2c965e,CSc1ccc(C=O)cc1,pool
8g,row,769539383,30,30,95f10fffb85ea1b1f47a,CSc1ccc(C=O)cc1,pool
8g,row,769539383,30,30,793d8259fd7820530cfe,Cc1ccccc1C=O,pool
8g,row,769539383,30,30,13fb1511fffef8fc96e0,Cc1ccccc1C=O,pool
8g,row,769539383,30,30,532a47d1b45e54d6326b,Cc1ccccc1C=O,pool
8g,row,769539383,30,30,dcd70c2b5039c4268d56,Cc1ccccc1C=O,pool
8g,row,769539383,30,30,22d860e7f246ca4272a4,Cc1ccccc1C=O,pool
8g,row,769539383,30,30,f21df276243d861dc2b2,Cc1ccccc1C=O,gradient_train
8g,row,769539383,30,30,08820514e662ce6ea8f0,Cc1ccccc1C=O,pool
8g,row,769539383,30,30,d60e09bca01342c7cfa6,O=Cc1ccc(Br)cc1O,test
8g,row,769539383,30,30,9dda290379fb047fc74d,O=Cc1ccc(Br)cc1O,gradient_train
8g,row,769539383,30,30,4a58b799c494875f6f27,O=Cc1ccc(Br)cc1O,test
8g,row,769539383,30,30,98a1ca00445d60f415d4,O=Cc1ccc(Br)cc1O,test
8g,row,769539383,30,30,ddecd252bb1099fb20f7,O=Cc1ccc(Br)cc1O,test
8g,row,769539383,30,30,226ebdbf914ce9333de8,O=Cc1ccc(Br)cc1O,pool
8g,row,769539383,30,30,99dd4a9a47de5c84b7c0,O=Cc1ccc(Br)cc1O,pool
8g,row,769539383,30,30,ecc7e2759499addc038f,CC(=O)c1ccc(Br)cc1,pool
8g,row,769539383,30,30,66c1ee6eed3d1587de50,CC(=O)c1ccc(Br)cc1,pool
8g,row,769539383,30,30,a26a131344d4dbd9645b,CC(=O)c1ccc(Br)cc1,pool
8g,row,769539383,30,30,f0edd899ac987a1de9dd,CC(=O)c1ccc(Br)cc1,test
8g,row,769539383,30,30,0e13b08b0f9c772699e1,CC(=O)c1ccc(Br)cc1,pool
8g,row,769539383,30,30,1254297404cc9db52ee2,CC(=O)c1ccc(Br)cc1,pool
8g,row,769539383,30,30,bc8e1d805b36b63cbfbe,CC(=O)c1ccc(Br)cc1,test
8g,row,769539383,30,30,cd998cddd3dcb4fc8c92,O=C(Cc1ccccc1)c1ccccc1,pool
8g,row,769539383,30,30,12e11e8eaee71fc57209,O=C(Cc1ccccc1)c1ccccc1,pool
8g,row,769539383,30,30,054457c7699aabd6c619,O=C(Cc1ccccc1)c1ccccc1,pool
8g,row,769539383,30,30,893e4c91da1b0b2f7d3e,O=C(Cc1ccccc1)c1ccccc1,pool
8g,row,769539383,30,30,18e8a9c1ea6aa15c0d01,O=C(Cc1ccccc1)c1ccccc1,pool
8g,row,769539383,30,30,bc582f1f4f4225f6d249,O=C(Cc1ccccc1)c1ccccc1,pool
8g,row,769539383,30,30,d92ef85db0d1c0979197,O=C(Cc1ccccc1)c1ccccc1,gradient_train
8g,row,769539383,30,30,ddc0b27538aa926cbb6e,O=Cc1ccc(-c2ccccc2)cc1,pool
8g,row,769539383,30,30,6dcfe9b1e0958f22523b,O=Cc1ccc(-c2ccccc2)cc1,pool
8g,row,769539383,30,30,3cdf1bcd3739e20f72d2,O=Cc1ccc(-c2ccccc2)cc1,pool
8g,row,769539383,30,30,a8e4c6001ce3245c634b,O=Cc1ccc(-c2ccccc2)cc1,pool
8g,row,769539383,30,30,24b540d7814b4d9c5183,O=Cc1ccc(-c2ccccc2)cc1,pool
8g,row,769539383,30,30,b0cadf050313e9a3a162,O=Cc1ccc(-c2ccccc2)cc1,gradient_train
8g,row,769539383,30,30,8837a8a19c37b63d2e48,O=Cc1ccc(-c2ccccc2)cc1,pool
8g,row,769539383,30,30,23a832560d234735d954,O=Cc1ccc2ccccc2c1Br,pool
8g,row,769539383,30,30,90777be8090491479de1,O=Cc1ccc2ccccc2c1Br,pool
8g,row,769539383,30,30,926a7862066269f98d62,O=Cc1ccc2ccccc2c1Br,pool
8g,row,769539383,30,30,2c51476c6fa3121c5dfc,O=Cc1ccc2ccccc2c1Br,pool
8g,row,769539383,30,30,5a9449a7562d442b8669,O=Cc1ccc2ccccc2c1Br,pool
8g,row,769539383,30,30,2cbca950d64fdcd81660,O=Cc1ccc2ccccc2c1Br,pool
8g,row,769539383,30,30,fb1fdaa4bc60434648f7,O=Cc1ccc2ccccc2c1Br,pool
8g,row,769539383,30,30,9e46dbe8a460d3f96a27,O=C(/C=C/c1ccccc1)c1ccccc1,test
8g,row,769539383,30,30,31e75b850983502aa64f,O=C(/C=C/c1ccccc1)c1ccccc1,pool
8g,row,769539383,30,30,b566ed83f272904657ba,O=C(/C=C/c1ccccc1)c1ccccc1,pool
8g,row,769539383,30,30,c2be1e8f7c2c080f49f5,O=C(/C=C/c1ccccc1)c1ccccc1,pool
8g,row,769539383,30,30,fde2d968ab29d13d4f1d,O=C(/C=C/c1ccccc1)c1ccccc1,pool
8g,row,769539383,30,30,240da69c823911ff5ccc,O=C(/C=C/c1ccccc1)c1ccccc1,pool
8g,row,769539383,30,30,b2b26956a788c2a8c7e9,O=C(/C=C/c1ccccc1)c1ccccc1,test
8g,row,769539383,30,30,f3b80f5fe97d26fd8383,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,pool
8g,row,769539383,30,30,d60f7e6b21ea96567843,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,pool
8g,row,769539383,30,30,bb61793cbbbe2bfa4e12,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,pool
8g,row,769539383,30,30,d078d930aa37448ec4aa,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,pool
8g,row,769539383,30,30,8cd132f293d2823adc8d,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,pool
8g,row,769539383,30,30,88f58ab7b7cf02f8f134,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,pool
8g,row,769539383,30,30,17bdb259a18419ca296f,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,pool
8g,row,769539383,30,30,77c599d272254892b6ec,CC1CCC(=O)c2ccccc21,validation
8g,row,769539383,30,30,b393af61f6769ceccbc0,CC1CCC(=O)c2ccccc21,pool
8g,row,769539383,30,30,49668be051b44a819f00,CC1CCC(=O)c2ccccc21,pool
8g,row,769539383,30,30,ffa86b2ffa5ac89b0720,CC1CCC(=O)c2ccccc21,pool
8g,row,769539383,30,30,43aa4f12be94a8a96b35,CC1CCC(=O)c2ccccc21,pool
8g,row,769539383,30,30,c09fbafa246c8d17b677,CC1CCC(=O)c2ccccc21,pool
8g,row,769539383,30,30,f38afd5febe30c01c852,CC1CCC(=O)c2ccccc21,pool
8g,row,769539383,30,30,490ab56dde175e9b97f5,O=C(Cc1ccccc1F)C1CC1,pool
8g,row,769539383,30,30,3156893d5d2368c286a5,O=C(Cc1ccccc1F)C1CC1,pool
8g,row,769539383,30,30,5ca73775e77c8e07812b,O=C(Cc1ccccc1F)C1CC1,pool
8g,row,769539383,30,30,e90e636dced92c2b53d7,O=C(Cc1ccccc1F)C1CC1,pool
8g,row,769539383,30,30,21e4905ef98fba65035a,O=C(Cc1ccccc1F)C1CC1,pool
8g,row,769539383,30,30,2eda4e5a40a9021016cb,O=C(Cc1ccccc1F)C1CC1,test
8g,row,769539383,30,30,9c357cc9e9b8199eb1e0,O=C(Cc1ccccc1F)C1CC1,test
8g,row,769539383,30,30,51091e7a7f83732eaf1b,CCC(=O)c1cccc(Br)c1,pool
8g,row,769539383,30,30,71577790a52cb379d81f,CCC(=O)c1cccc(Br)c1,pool
8g,row,769539383,30,30,e3b2ac778da2b86aa873,CCC(=O)c1cccc(Br)c1,test
8g,row,769539383,30,30,1046fdfaf24728b107ba,CCC(=O)c1cccc(Br)c1,pool
8g,row,769539383,30,30,2e10d8b186d86053260f,CCC(=O)c1cccc(Br)c1,pool
8g,row,769539383,30,30,5111664a952a4ab7d54e,CCC(=O)c1cccc(Br)c1,pool
8g,row,769539383,30,30,ffcab07e0d31056e0d4a,CCC(=O)c1cccc(Br)c1,pool
8g,row,769539383,30,30,b6bb9be5584029502820,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,pool
8g,row,769539383,30,30,60a000cb56517513c4d2,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,pool
8g,row,769539383,30,30,677c30b5727454c7a81e,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,pool
8g,row,769539383,30,30,94bc1858c275dcb3d476,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,pool
8g,row,769539383,30,30,06c29062334b43b0d12f,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,pool
8g,row,769539383,30,30,80e66bd0e8e9450537bb,COCCCCC(=O)c1ccc(C(F)(F)F)cc1,pool
8g,row,769539383,30,30,b82c7c8060589ec1974b,CCCC(=O)c1ccc(-c2ccccc2)cc1,pool
8g,row,769539383,30,30,57e291b74a249c9dd3ff,CCCC(=O)c1ccc(-c2ccccc2)cc1,pool
8g,row,769539383,30,30,7d6bcd84e5a6861fc8fc,CCCC(=O)c1ccc(-c2ccccc2)cc1,pool
8g,row,769539383,30,30,2d37adf0d65a19bc2c0c,CCCC(=O)c1ccc(-c2ccccc2)cc1,pool
8g,row,769539383,30,30,3c892a45de6ec4625f37,CCCC(=O)c1ccc(-c2ccccc2)cc1,pool
8g,row,769539383,30,30,e2c826d98b2bbeb6f48b,CCCC(=O)c1ccc(-c2ccccc2)cc1,pool
8g,row,769539383,30,30,ce61c0bd799e65402b75,CCCC(=O)c1ccc(-c2ccccc2)cc1,pool
8g,row,769539383,30,30,0f05b5ba6eb528d54b4b,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1,test
8g,row,769539383,30,30,c4412adf038c7f6ea3c2,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1,pool
8g,row,769539383,30,30,182fc7fe888dbb9535bb,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1,pool
8g,row,769539383,30,30,8abf9c0719e2d67a22f9,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1,pool
8g,row,769539383,30,30,b8a4c06710d95c33cfe1,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1,pool
8g,row,769539383,30,30,7e451fd74af5bfa51ac9,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1,pool
