repetition_seed,candidate_id,sample_id,stratum,oracle_utility_combined,candidate_V1_MAE,candidate_V1_RMSE,candidate_V1_R2,candidate_V2_MAE,candidate_V2_RMSE,candidate_V2_R2,candidate_NRMSE
4601,0c0f89307cc4aff87ab6,0c0f89307cc4aff87ab6,strongly_negative,-0.01706655919695632,4.9213521042089345,8.122549889549312,0.7939558397474986,6.278460482893318,11.102714382332907,0.8045458654733213,0.869770637402937
4601,10d51839b15b94f0ae56,10d51839b15b94f0ae56,strongly_negative,-0.01381686188856368,4.9044546379440135,8.124362346626667,0.7938638765421585,6.239648689620796,10.995147277576516,0.8083147797196297,0.8665209400945444
4601,5ac5df671efee45d3ddf,5ac5df671efee45d3ddf,strongly_negative,-0.013481726809978722,4.989725355170239,8.082103832276804,0.7960027155062097,6.505939210694411,11.071272273241703,0.8056513227894269,0.8661858050159594
4602,c2bd8e8f13a96726e7fc,c2bd8e8f13a96726e7fc,high_positive,0.051867871307711644,4.577802710697569,7.400365678821407,0.8289662193425795,6.34437630861655,10.383908031442509,0.829034613567983,0.8008362068982691
4602,826e9f40c328ce2478ec,826e9f40c328ce2478ec,high_positive,0.03668187535299705,4.721516598230121,7.513570699946343,0.8236935138876855,6.411971487944154,10.636553426990666,0.8206140693710617,0.8160222028529837
4602,135ac7deca522d1e7929,135ac7deca522d1e7929,high_positive,0.03611805798243428,4.543584869921893,7.542997619200228,0.822309799897881,5.8341730841274915,10.594102644659074,0.8220430805938703,0.8165860202235464
4602,474238f822b0c38795c6,474238f822b0c38795c6,high_positive,0.028063163891144938,4.821669427827857,7.78729466538314,0.8106136160499517,5.993092683814038,10.349504496903872,0.8301656077694974,0.8246409143148358
4602,c883df6ea04f89f45f03,c883df6ea04f89f45f03,high_positive,0.02380084693673923,4.6692720254262285,7.770372240501396,0.8114358257555052,5.831409207705794,10.520477898732803,0.8245079436387696,0.8289032312692415
4602,d67e364fd6830aa2bf6f,d67e364fd6830aa2bf6f,high_positive,0.022671660834951535,4.717418240952766,7.779556247092744,0.8109898244622787,5.961633854350825,10.53768901906793,0.8239332766752319,0.8300324173710292
4602,3a02b99399bb0c3e9ff9,3a02b99399bb0c3e9ff9,near_zero,0.00011256974813855791,4.821852736637511,7.972539387564005,0.8014961738530832,6.2689320542346465,10.862008242557085,0.8129288645367707,0.8525915084578422
4602,d31d42caff135d7154c4,d31d42caff135d7154c4,near_zero,0.0008399450460907509,4.7845773176215145,8.27539772219179,0.7861283174283167,6.085019981998137,10.21644254456587,0.8345046025797416,0.85186413315989
4602,c7bc53c45a1962a88ec3,c7bc53c45a1962a88ec3,near_zero,-0.0008497368919335724,4.897023111650315,7.948318154083769,0.8027004837283616,6.424726844656056,10.942528918554538,0.8101450467140133,0.8535538150979143
4602,41a468134f078d2de17d,41a468134f078d2de17d,near_zero,-0.0009902450924741402,4.878232681614229,7.92652982133226,0.8037806960064913,6.2265380683986615,10.991790145601993,0.8084318157764343,0.8536943232984548
4602,31d92ca6486b229184cf,31d92ca6486b229184cf,near_zero,-0.000993638114876516,4.877749034728127,7.997166371072684,0.8002679326308981,6.213422554936903,10.846752394058374,0.8134539837679674,0.8536977163208572
4602,640353c89b3ce64ee98b,640353c89b3ce64ee98b,near_zero,-0.0014894552850119869,4.932255209999524,7.972140144681344,0.8015160544084685,6.422687338686537,10.914020705156993,0.8111330039139113,0.8541935334909927
4602,194278dd9ee3d2407ed5,194278dd9ee3d2407ed5,strongly_negative,-0.0361336538888023,4.985774847008717,8.192153229525445,0.7904094636551292,6.3764902334103635,11.56897286369639,0.7877849740416503,0.888837732094783
4602,88f58ab7b7cf02f8f134,88f58ab7b7cf02f8f134,strongly_negative,-0.029482151263076073,5.029843890529939,8.223093939119096,0.788823280873758,6.594203629986993,11.292848757930066,0.7977942273560068,0.8821862294690568
4602,08820514e662ce6ea8f0,08820514e662ce6ea8f0,strongly_negative,-0.018149210225616885,4.871438059313544,8.035890030693222,0.7983289753110125,6.205051653412567,11.315381441280513,0.7969864977408456,0.8708532884315976
4602,0c0f89307cc4aff87ab6,0c0f89307cc4aff87ab6,strongly_negative,-0.01706655919695632,4.9213521042089345,8.122549889549312,0.7939558397474986,6.278460482893318,11.102714382332907,0.8045458654733213,0.869770637402937
4602,10d51839b15b94f0ae56,10d51839b15b94f0ae56,strongly_negative,-0.01381686188856368,4.9044546379440135,8.124362346626667,0.7938638765421585,6.239648689620796,10.995147277576516,0.8083147797196297,0.8665209400945444
4602,5ac5df671efee45d3ddf,5ac5df671efee45d3ddf,strongly_negative,-0.013481726809978722,4.989725355170239,8.082103832276804,0.7960027155062097,6.505939210694411,11.071272273241703,0.8056513227894269,0.8661858050159594
4603,c2bd8e8f13a96726e7fc,c2bd8e8f13a96726e7fc,high_positive,0.051867871307711644,4.577802710697569,7.400365678821407,0.8289662193425795,6.34437630861655,10.383908031442509,0.829034613567983,0.8008362068982691
4603,826e9f40c328ce2478ec,826e9f40c328ce2478ec,high_positive,0.03668187535299705,4.721516598230121,7.513570699946343,0.8236935138876855,6.411971487944154,10.636553426990666,0.8206140693710617,0.8160222028529837
4603,135ac7deca522d1e7929,135ac7deca522d1e7929,high_positive,0.03611805798243428,4.543584869921893,7.542997619200228,0.822309799897881,5.8341730841274915,10.594102644659074,0.8220430805938703,0.8165860202235464
4603,474238f822b0c38795c6,474238f822b0c38795c6,high_positive,0.028063163891144938,4.821669427827857,7.78729466538314,0.8106136160499517,5.993092683814038,10.349504496903872,0.8301656077694974,0.8246409143148358
4603,c883df6ea04f89f45f03,c883df6ea04f89f45f03,high_positive,0.02380084693673923,4.6692720254262285,7.770372240501396,0.8114358257555052,5.831409207705794,10.520477898732803,0.8245079436387696,0.8289032312692415
4603,d67e364fd6830aa2bf6f,d67e364fd6830aa2bf6f,high_positive,0.022671660834951535,4.717418240952766,7.779556247092744,0.8109898244622787,5.961633854350825,10.53768901906793,0.8239332766752319,0.8300324173710292
4603,3a02b99399bb0c3e9ff9,3a02b99399bb0c3e9ff9,near_zero,0.00011256974813855791,4.821852736637511,7.972539387564005,0.8014961738530832,6.2689320542346465,10.862008242557085,0.8129288645367707,0.8525915084578422
4603,d31d42caff135d7154c4,d31d42caff135d7154c4,near_zero,0.0008399450460907509,4.7845773176215145,8.27539772219179,0.7861283174283167,6.085019981998137,10.21644254456587,0.8345046025797416,0.85186413315989
4603,c7bc53c45a1962a88ec3,c7bc53c45a1962a88ec3,near_zero,-0.0008497368919335724,4.897023111650315,7.948318154083769,0.8027004837283616,6.424726844656056,10.942528918554538,0.8101450467140133,0.8535538150979143
4603,41a468134f078d2de17d,41a468134f078d2de17d,near_zero,-0.0009902450924741402,4.878232681614229,7.92652982133226,0.8037806960064913,6.2265380683986615,10.991790145601993,0.8084318157764343,0.8536943232984548
4603,31d92ca6486b229184cf,31d92ca6486b229184cf,near_zero,-0.000993638114876516,4.877749034728127,7.997166371072684,0.8002679326308981,6.213422554936903,10.846752394058374,0.8134539837679674,0.8536977163208572
4603,640353c89b3ce64ee98b,640353c89b3ce64ee98b,near_zero,-0.0014894552850119869,4.932255209999524,7.972140144681344,0.8015160544084685,6.422687338686537,10.914020705156993,0.8111330039139113,0.8541935334909927
4603,194278dd9ee3d2407ed5,194278dd9ee3d2407ed5,strongly_negative,-0.0361336538888023,4.985774847008717,8.192153229525445,0.7904094636551292,6.3764902334103635,11.56897286369639,0.7877849740416503,0.888837732094783
4603,88f58ab7b7cf02f8f134,88f58ab7b7cf02f8f134,strongly_negative,-0.029482151263076073,5.029843890529939,8.223093939119096,0.788823280873758,6.594203629986993,11.292848757930066,0.7977942273560068,0.8821862294690568
4603,08820514e662ce6ea8f0,08820514e662ce6ea8f0,strongly_negative,-0.018149210225616885,4.871438059313544,8.035890030693222,0.7983289753110125,6.205051653412567,11.315381441280513,0.7969864977408456,0.8708532884315976
4603,0c0f89307cc4aff87ab6,0c0f89307cc4aff87ab6,strongly_negative,-0.01706655919695632,4.9213521042089345,8.122549889549312,0.7939558397474986,6.278460482893318,11.102714382332907,0.8045458654733213,0.869770637402937
4603,10d51839b15b94f0ae56,10d51839b15b94f0ae56,strongly_negative,-0.01381686188856368,4.9044546379440135,8.124362346626667,0.7938638765421585,6.239648689620796,10.995147277576516,0.8083147797196297,0.8665209400945444
4603,5ac5df671efee45d3ddf,5ac5df671efee45d3ddf,strongly_negative,-0.013481726809978722,4.989725355170239,8.082103832276804,0.7960027155062097,6.505939210694411,11.071272273241703,0.8056513227894269,0.8661858050159594
